Imię,Nazwisko,PESEL
MARIA,MARCZYK,69061011341
MIKOŁAJ,HEBDA,15231545738
IGNACY,DAWIDOWICZ,86062082370
RADOSŁAW,KALBARCZYK,71031026912
LEON,DRAB,87121569519
TADEUSZ,MILCZAREK,98052297152
EUGENIUSZ,GROBELNY,61050783712
REGINA,CZAPLIŃSKI,57120316641
MICHALINA,ORŁOWSKA,50070825689
MAJA,WAGNER,97100812424
ARTUR,ROGUSKI,71091821056
IRYNA,GRAD,83120514000
JAROSŁAW,ŚWIĄTKOWSKA,07272200592
PAWEŁ,STRZELECKA,94011670910
DANIEL,CISEK,91071402875
JÓZEF,WOJTOWICZ,73011423858
IWONA,BLOCH,58061562421
OLIWIER,SZCZUREK,12270180472
STEFANIA,KOTAS,92072449160
MACIEJ,JÓŹWIAK,82070620216
JÓZEFA,RYBIŃSKI,57112429948
JULIAN,KAPUSTA,58021707275
ANNA,MALCZEWSKA,58012417640
BOŻENA,WALASEK,87011216882
KINGA,KOCUR,51011714183
TERESA,KUTA,16230151584
PIOTR,DYBOWSKA,66082212452
KAMIL,ANTONIUK,79091067672
KACPER,BUDA,93011155856
FRANCISZEK,GALAS,84092426311
DARIA,ORZECHOWSKA,07242691120
WIESŁAW,NOGA,04230672675
JAROSŁAW,WALIGÓRA,73032958896
DOMINIK,HINC,62121024019
WIESŁAW,BONIECKI,83122189457
JULIA,FICEK,89012014780
BOGDAN,BARTOSZEK,58092382333
KLAUDIA,BEDNARSKI,90092667586
TOMASZ,JASKÓLSKA,85082695519
SŁAWOMIR,BARANOWSKA,72071802131
MICHALINA,SEWERYN,92060204825
TADEUSZ,DUL,76041653251
TERESA,OSUCH,83062228005
ANETA,BOROWIAK,87110321423
ZOFIA,BUDA,87050262345
NATALIIA,MĄDRY,80103030124
TETIANA,MOTYKA,15281187609
IRENA,BILSKA,16301739242
FRANCISZEK,DOMAGAŁA,02262753490
HELENA,DĘBIŃSKI,15261564606
KAROLINA,FURMAN,77031344582
STANISŁAW,KAWALEC,76030835039
LEON,MAJKA,19300452693
BARTŁOMIEJ,MARCINEK,77050791196
ALEKSANDRA,PTASZYŃSKA,86021310160
WALDEMAR,KIERZKOWSKI,04212069550
WITOLD,KUCHARCZYK,60021075070
BRONISŁAWA,BOJANOWSKI,19250105906
MARZENA,BUDZYŃSKA,60030412062
ALEKSANDER,ZALESKI,74091485792
SŁAWOMIR,KAWA,06301487696
KRZYSZTOF,CIESIELSKI,78080245770
KAMILA,WYSOKIŃSKI,54012965701
ARKADIUSZ,KARAŚ,15281677496
WACŁAW,GRZYB,74011906130
HENRYK,KRASZEWSKI,90060650714
ANETA,PEPLIŃSKA,75082126829
HENRYKA,SUŁEK,61091905564
JANUSZ,WOJEWODA,97052613254
MAREK,CHMIELECKI,83101656978
WŁADYSŁAW,URBAN,81061532734
HELENA,KOŁODZIEJCZAK,78120326083
CECYLIA,BARSZCZEWSKI,14211737022
KRZYSZTOF,WNĘK,77062398217
HUBERT,CZEKAJ,58123090796
AGNIESZKA,KUSIAK,02211713944
MIROSŁAW,SZKUDLAREK,57100411498
WIKTOR,DZIUBEK,54042134678
ŁUCJA,RYBIŃSKI,82120719866
ANDRZEJ,POPIEL,58101936896
MARZENA,ORZEŁ,80092745326
VOLODYMYR,BIAŁEK,51063091515
EMILIA,PIEKARCZYK,91031681922
NIKOLA,KRASOŃ,56071406083
BRONISŁAW,MICHALSKA,62080476414
JÓZEFA,KARCZ,06231531821
PAULINA,FILIPEK,55082507602
REGINA,ŁUKOWSKI,58040117088
ADRIAN,KRZYŻANOWSKA,73082458674
JADWIGA,WILCZEWSKI,17252062724
LENA,MATUSZEWSKA,88042084749
ROBERT,SKÓRA,07301835878
DMYTRO,JANECZEK,14322353272
HELENA,PIENIĄŻEK,92082045183
HALINA,LISZEWSKI,56101686964
LESZEK,SIEŃKO,94062849154
KAZIMIERZ,MROCZKOWSKI,65052487575
HALINA,SOWA,81041937384
KAMIL,PYTLIK,04252689019
KACPER,CZARNIK,09302811833
ELŻBIETA,LEWICKI,12262151006
WIKTOR,ROZMUS,63121425657
NATALIIA,JANKIEWICZ,65042203923
KRYSTYNA,MANIA,86090278549
DARIUSZ,ANTKOWIAK,87040835111
KAMILA,STACHURA,96090143448
SYLWESTER,CHMURA,64011847137
ARTUR,SŁOMKA,79030756139
IWONA,SIWIŃSKI,93080524081
MICHAŁ,SITARZ,62052102659
BOLESŁAW,GWÓŹDŹ,72062474097
DMYTRO,BUTKIEWICZ,74040919253
MIKOŁAJ,DUDZIŃSKA,08310382294
MILENA,WYSOKIŃSKI,53100982923
KAROL,GOŁASZEWSKA,83110377976
ZUZANNA,GAŁKA,55011177524
MAŁGORZATA,OLSZEWSKI,14270406042
PAWEŁ,MIKOŁAJCZAK,11292546699
ZYGMUNT,WYSOKIŃSKI,53062260415
KONRAD,ANDRZEJCZAK,69120557276
IRYNA,RUTKOWSKI,04301589561
GRZEGORZ,TRUSZKOWSKA,10251260056
PATRYCJA,GRZEGORCZYK,81070538701
BOGUSŁAW,PIECHOCKI,57082823630
MAJA,KRAUZE,58103065608
URSZULA,MAGIERA,06281010404
MIKOŁAJ,SITEK,54081812476
MILENA,IWANOWSKA,78062558742
HENRYKA,GRZELAK,51051582908
TERESA,SOŁTYSIAK,75122157222
JULIAN,SOROKA,72042633096
ANGELIKA,MISZCZAK,60101944302
EUGENIA,LIPSKI,91111503443
NIKODEM,MARCHENKO,94120348319
SZYMON,FLAK,82012123858
RAFAŁ,PISZCZEK,52072110318
IRENA,TOBIASZ,06302122240
ŁUKASZ,WOLSKI,97061728275
PRZEMYSŁAW,ŁUKOMSKI,64081702611
ROBERT,BOGUSŁAWSKI,51013146371
MARTYNA,SZYSZKA,66122816424
GRAŻYNA,WALA,67072636128
MIKOŁAJ,RUSZKOWSKI,53121050050
EUGENIUSZ,ZARZECKI,81120449515
KATARZYNA,SKOTNICKI,64111216442
IZABELA,ZAWIŚLAK,86091193184
OLENA,TOMALA,50050468684
PRZEMYSŁAW,ROBAK,92091353118
ZYGMUNT,KRUSZEWSKI,77061805497
EUGENIA,BUDZIŃSKI,85032758048
ELŻBIETA,KASPRZAK,18231669743
BOGDAN,SÓJKA,51022194956
WOJCIECH,WASILUK,50123195914
WERONIKA,GRYGIEL,02302289725
IVAN,ŚLĘZAK,81111863412
LEON,BERNAT,94062029794
NATALIA,RACZYŃSKI,87092872144
CECYLIA,RUDENKO,76082687349
LAURA,BOCIAN,88101518082
JANINA,BIENIEK,52083192123
ZOFIA,PIETRUCHA,95031219684
WIKTOR,DUDEK,14220731813
TERESA,KACZMARCZYK,58062347869
MAŁGORZATA,GRZYBEK,62092649442
ŁUKASZ,KĘDZIA,16300857138
ANIELA,JURKOWSKA,50101351301
BARTOSZ,KALINOWSKI,89070530273
ŁUKASZ,BARSZCZEWSKI,04260552897
SERHII,WÓJCIK,77020763431
KLAUDIA,SALAMON,12212380409
ARKADIUSZ,ZAREMBA,83020978335
ANNA,KNOP,74032770026
EDYTA,FORTUNA,53032911769
MARCIN,ŻELAZNA,79050333356
GRZEGORZ,LIPSKI,96081678575
ADAM,GÓRECKI,68042292357
IRENEUSZ,KOSEK,82082126476
EDWARD,MELLER,02230541872
ANTONI,MROZIŃSKI,57030972591
OLENA,IWANIUK,77070666661
ŁUCJA,ADAMCZEWSKA,02290638664
ANDRZEJ,WEBER,07320639598
BEATA,CHMURA,52013131585
MAGDALENA,MARKOWICZ,88031826701
KAMIL,OGÓREK,80091505550
WITOLD,RUSZKOWSKI,09283152893
BEATA,PILARSKI,59071621362
GENOWEFA,KŁOSOWSKI,78040438428
IRYNA,BIEL,76122115263
DARIUSZ,WOJNOWSKI,05242301555
MARZENA,SKOWRON,16302802884
ANDRZEJ,TARGOSZ,80101177016
LESZEK,POLOCZEK,86041537596
BARTOSZ,GOŁĄBEK,64042999652
BOGUMIŁA,ZAWADZKI,02221659540
JÓZEFA,MAJER,69090844909
OLIWIER,OGONOWSKI,51112358039
JÓZEFA,SZUBA,07320334240
WŁADYSŁAWA,SOBIERAJ,94063080600
JAN,DUDKIEWICZ,96090436739
KAROLINA,GÓRECKI,73112149240
LUCYNA,NADOLSKI,97090342387
BOGUMIŁA,ROGALA,52090421461
KLAUDIA,KISIELEWSKI,88100243000
EDMUND,MORAWIEC,74013114072
TOMASZ,PAWŁOWICZ,69030203892
NATALIA,ŚWIĄTKOWSKA,13251959861
MARTYNA,KLIMASZEWSKI,97101841629
IRYNA,GRZYWACZ,52022971967
ANDRII,NIEDŹWIEDŹ,93041533255
ANNA,WALASZCZYK,63121134207
ANGELIKA,LENART,19251458089
HENRYK,BĘDKOWSKA,04262803939
WŁODZIMIERZ,KUKUŁA,62090284672
BOGUMIŁA,KULESZA,00311217263
BRONISŁAWA,WOŁOSZYN,89051712041
PRZEMYSŁAW,MOMOT,06251419071
JACEK,MARCZUK,15260715454
MIŁOSZ,KOVALCHUK,91051949716
BOGDAN,PIEKARZ,94070996958
ANDRII,MORAWIEC,71061781931
KLAUDIA,KAŁUŻNA,63012822763
JAROSŁAW,FLORCZYK,70032170255
EWA,KONDRACKI,98111463665
CZESŁAWA,KOŁAKOWSKA,18320792967
WIESŁAW,ORZECHOWSKI,72102276313
ANDRII,DOMAGALSKI,57083021358
MONIKA,STĘPIEŃ,78073015049
DARIA,KOZERA,97052450969
URSZULA,TOKARCZYK,51082374264
WIKTORIA,KOKOT,08240152567
ELŻBIETA,JARZYNA,79112116387
MIROSŁAWA,NGUYEN,97122170162
DARIUSZ,GAJEK,95100241013
IVAN,POPOVA,60120927531
ANTONINA,MOŚCICKA,64031638188
SZYMON,URBAN,04251587158
MICHAŁ,SMOLEŃ,89050713135
EDWARD,BORZĘCKI,64112495295
MARCEL,SMOLEŃ,88081018891
BRONISŁAWA,RYBIŃSKA,10221877963
ANDRII,KULCZYCKA,82072397457
HELENA,ŚWIERCZ,03310562488
WŁODZIMIERZ,WASZAK,04241396650
WIOLETTA,JASKÓLSKA,07221313768
DAMIAN,MOSZCZYŃSKA,77060165510
BOŻENA,GÓRSKA,95101213640
WIOLETTA,STRZELEC,03270449348
KONRAD,SKOTNICKI,94042114937
HALINA,PIĘTKA,63040334225
STANISŁAWA,SCHULZ,84032716382
MARTA,KUSTRA,11221641206
HENRYKA,WILK,52050429045
LEOKADIA,WITKOWSKI,13242055541
WIOLETTA,WIŚNIOWSKI,57032213128
LUCYNA,PRZYGODA,95123138606
MAKSYMILIAN,FILIPOWICZ,02212644359
MIKOŁAJ,PISZCZEK,52011503854
SŁAWOMIR,KOZA,97052192795
ARTUR,SUŁEK,60091183372
LAURA,ROSZKOWSKA,92052445287
GRAŻYNA,SADOWSKA,90050622549
ADAM,PASIEKA,66092950995
KRYSTYNA,OLIINYK,82122016749
WITOLD,BIELSKI,85012395115
PATRYK,SKRZYPCZYK,17252143313
LENA,RYBICKA,18213162846
KAROLINA,OPALIŃSKA,11282272647
STEFANIA,SZELIGA,86042282822
GENOWEFA,STANISZEWSKA,97110794325
CECYLIA,IWAŃSKI,94030540801
ROMAN,CICHY,58122724379
ROBERT,ŁUGOWSKA,69070549994
TOMASZ,SZEWCZAK,87022395813
CZESŁAWA,KWIECIEŃ,68070885507
IRENA,KĄDZIOŁKA,50081272863
SYLWIA,SOBIERAJSKA,19222053808
TETIANA,BŁASIAK,99013085483
MARTA,SOSNOWSKA,00282063768
BOLESŁAW,FRYDRYCH,13291781299
STEFAN,ROZMUS,50071721298
MARIAN,MANIA,65061759557
SERHII,GĄSIOR,14210512998
PAWEŁ,CZEKAJ,05302501350
BOGUMIŁA,FRYC,56091346783
ŁUCJA,JEŻEWSKA,57092117428
FRANCISZKA,WITKOWSKA,98080262801
JÓZEF,KONIK,76102639396
ŁUCJA,PIECHA,79040733087
PATRYK,SKUZA,63080899319
AGNIESZKA,ZAJDEL,81082154261
DAMIAN,RUDZKI,71100646799
LIDIA,SABAT,01282918065
KRYSTYNA,KOSEK,09281312842
LUCYNA,SKORUPSKA,96050354848
DAWID,BARTKOWIAK,96012353650
WIKTOR,OZIMEK,52010942939
BRONISŁAWA,DRĄŻEK,79071874522
KAMILA,SOBCZAK,53101858069
IGNACY,WYSOKIŃSKA,97102795637
ANGELIKA,RADECKI,89122157144
GABRIELA,STEFANOWSKA,18292190248
REGINA,SOBCZAK,67103084742
MARTA,LEWANDOWSKI,04290722581
ROBERT,CZARNECKI,52121291791
DARIA,KOSIOR,96101154186
ALICJA,DĄBKOWSKI,97081426342
ANIELA,OLIINYK,84060899626
WIKTOR,KULIKOWSKA,54101495579
STANISŁAWA,ŁĄCKA,53121713203
ANETA,BARTKOWSKI,63052495268
LAURA,ROZMUS,95122923902
DAMIAN,TOPOLSKI,82012129953
OLIWIER,OLEJNIK,55090703094
EDYTA,JANKIEWICZ,77110396529
MIŁOSZ,GUZEK,09251170056
WIKTORIA,KACZMARSKI,66070509267
ANTONI,WYSOCKI,01211628450
HANNA,GUTKOWSKA,99022726586
MICHALINA,NOWACKI,92083011509
AGNIESZKA,BOCHENEK,05321970948
WIKTORIA,CHYLIŃSKA,68012658905
MONIKA,CHUDY,04282412423
KRYSTYNA,BALIŃSKA,19312041003
OLENA,ŁUKASZCZYK,73112197267
WANDA,WINIARCZYK,88063090503
DOMINIKA,JACKIEWICZ,06221513024
JAN,PACEK,51061405031
DAWID,ŚWIDERSKI,55082464150
EDWARD,JANIKOWSKI,82042466918
KACPER,KRYSZTOFIAK,78040998636
EDMUND,KRZEMIEŃ,71010926419
MACIEJ,MACIASZEK,07310688010
WŁADYSŁAWA,FRĄCZEK,55071082163
MARCIN,CZARNOTA,97080731052
LEOKADIA,SPYRA,92021822482
EDYTA,SAMSEL,70010435341
HENRYK,ANTKOWIAK,68090338113
ZDZISŁAW,WŁODARCZYK,52012669373
TOMASZ,KOSTRZEWA,56121583638
BOŻENA,MAŃKOWSKI,88091162942
JACEK,NIEZGODA,07301377891
JULIA,OGONOWSKA,89110605549
SZYMON,KAŁUŻNY,87022267871
JADWIGA,TOMASZEK,57091753504
ELŻBIETA,SZYMCZAK,03290303963
MICHAŁ,KANTOR,87101818970
KRYSTIAN,GŁOGOWSKA,82121927310
BEATA,FRĄTCZAK,55120777163
STANISŁAW,KUŁAGA,04261112872
WIKTOR,GŁUCH,65070266677
KACPER,MYŚLIŃSKA,56082446115
NIKODEM,GĄSIOREK,06221192937
DAMIAN,ŻYŁA,98032818098
MAJA,SOBIERAJ,60030618888
WACŁAW,TOMALA,60110975090
GENOWEFA,KARBOWIAK,50120677383
KAZIMIERA,NIZIOŁEK,88051154343
ADAM,BOCHENEK,97031456216
MILENA,KUBICKA,88091732846
WERONIKA,BANACH,15221648409
DOROTA,GAJEWSKA,01250428604
MACIEJ,PISAREK,04221892017
PATRYCJA,TOPOLSKI,04301085388
KAMILA,ANIOŁ,17211607263
FRANCISZEK,TAŃSKA,58101282737
HELENA,WOŚ,91113080287
KRYSTYNA,ŻMIJEWSKA,62062381886
LIDIA,STOLARCZYK,63070642268
BOGUSŁAW,GÓRALSKI,99101230535
OLGA,SKRZYŃSKI,85091533064
CECYLIA,PLEWA,67011890341
WERONIKA,CHYLIŃSKA,05311373566
NATALIA,STAWICKI,56101680067
MAŁGORZATA,MAJDA,10211236240
ŁUKASZ,TABOR,04261006210
EWELINA,RACHWAŁ,54032727907
CZESŁAW,MAŁKOWSKA,06271518758
PRZEMYSŁAW,JAKUBIAK,18250560597
NATALIA,WACHOWIAK,19321495385
ANDRII,CHOIŃSKI,15272776773
KACPER,SZAFRANIEC,53083069756
GENOWEFA,KUJAWA,56052230041
IZABELA,ORZEŁ,52080604560
MARTYNA,KĘDZIERSKA,85040692569
ALINA,KĘDRA,96080463024
ADAM,BEDNARSKA,86091620673
IWONA,TROJAN,86010508824
HUBERT,GWIAZDA,76112947139
PIOTR,DAWID,52012310354
ANETA,RUSIECKI,97010411447
JACEK,ŻEBROWSKA,13250370010
ANDRII,SIENKIEWICZ,78042137837
TETIANA,KOWALSKA,73070509906
ALEKSANDER,GOŁDA,70112542233
JAN,DĘBSKI,88022533111
JANUSZ,WACHOWICZ,89062134351
MIŁOSZ,DUDKIEWICZ,67020538496
WIESŁAWA,KACZOROWSKI,53111596960
BARTŁOMIEJ,CZARNIK,53060831015
BOGUSŁAW,KOMOROWSKI,03210768553
JOLANTA,BOŻEK,61120865241
EDYTA,SKORUPSKA,76121968404
OLIWIER,OLCZYK,58061384654
CZESŁAW,JANOWICZ,60110875291
WIKTORIA,KOGUT,87120927927
GRAŻYNA,MIREK,50092144944
URSZULA,IWANIUK,72051395707
ZDZISŁAW,MORAWIEC,06220610159
ANDRZEJ,ŚWIĄTEK,77032882890
MAKSYMILIAN,ŚLUSARCZYK,99120249592
HALINA,MODZELEWSKA,99092648089
NIKODEM,ROMAŃCZUK,63042078198
RENATA,SZEWCZYK,87113034067
HENRYK,SARNECKI,75011190330
CZESŁAWA,OLEJNIK,54042354524
ŁUKASZ,NOWICKI,05220341694
RYSZARD,KACZMARCZYK,09242960712
JANINA,DUTKA,66120882508
ARTUR,MIKOŁAJCZYK,95072443738
ZDZISŁAW,GRZESIK,16292057433
MAGDALENA,POLAKOWSKI,13240454847
WŁODZIMIERZ,BARSZCZ,84120835852
ANETA,KOSTRZEWSKI,89092756002
BRONISŁAWA,KROK,53122884409
EDYTA,CZAPIEWSKI,89122241623
EWA,CZERNIK,82091608622
KAROL,STASZEWSKI,67011525238
WŁADYSŁAWA,SZYMANEK,62031038144
EUGENIUSZ,RATAJCZAK,08320375172
LESZEK,AUGUSTYN,00270797471
JÓZEF,KANTOR,99011523312
EDMUND,OSSOWSKI,58090456535
ADAM,GÓRAL,81102005012
OLIWIER,MOSKAL,08310230290
ZUZANNA,WYRZYKOWSKA,93070396386
KAMIL,HEBDA,53060885274
SYLWESTER,BRZOZOWSKI,69101935396
LEOKADIA,FORNAL,16232483409
MARIAN,KOVAL,94041150875
JACEK,SMOLAREK,07222588798
WŁADYSŁAWA,KORZENIEWSKI,81042813140
TADEUSZ,GOŁASZEWSKA,83042576199
BARBARA,STASZAK,13282296306
WERONIKA,BISKUP,58013180321
STEFAN,KLIMCZYK,10291144099
PAWEŁ,ZAWADZKI,69080312230
MARIOLA,JOPEK,66122962729
HUBERT,BRODA,87062446759
MIKOŁAJ,KIELAR,97052283837
LENA,KORALEWSKA,00270497845
ALICJA,NYKIEL,13232481789
SZYMON,PAWLAK,87051389450
MARIUSZ,OWCZAREK,13321160159
TETIANA,SMOLAREK,99040247407
WIESŁAWA,MIKA,88111884845
MIROSŁAWA,MIKULSKI,61100597843
HENRYKA,KUŚMIERZ,92040627103
PIOTR,MARZEC,13260384094
VOLODYMYR,SAŁATA,12240375833
SERHII,MUSZYŃSKI,81031513170
DARIUSZ,MNICH,18272068217
WERONIKA,RUCIŃSKI,59011151223
ZUZANNA,WICHER,17312718761
ANDRII,GĄSIOR,14312843174
JERZY,FRĄCKOWIAK,69040252873
EWELINA,PASTUSZKA,98111059288
ANTONINA,SALA,10251979408
ANDRZEJ,ŁUKAWSKA,15210623279
EUGENIA,DUDZIK,15220946348
KAMILA,OLENDER,65031939644
ZBIGNIEW,PLUTA,71042667016
MARCIN,KLIMASZEWSKA,83101298936
JULIA,WĄSOWICZ,80040198503
PRZEMYSŁAW,PIECH,05231156735
HUBERT,ŁUKASZCZYK,90030658115
HUBERT,BRYK,69011287415
MIŁOSZ,JANISZEWSKI,66101601698
ANGELIKA,DUBIEL,67050792440
SYLWIA,LIPIŃSKI,58090990086
BRONISŁAW,PODGÓRSKI,74111233154
MARIA,STEFAŃSKA,90120817347
IGOR,JEDYNAK,88092944035
LUCYNA,JEŻ,12262193420
EUGENIA,TARASIUK,73091668925
PAULINA,SZWEDA,50060745526
MAŁGORZATA,BĘBENEK,77112572545
DAMIAN,GĘBALA,79082022857
BOLESŁAW,NGUYEN,61050238670
SZYMON,RYBIŃSKI,84091689973
MILENA,SOJA,93100974508
MARIANNA,SOJKA,86091384162
TETIANA,SIENKIEWICZ,52040386905
MIKOŁAJ,PUCHAŁA,66062210298
ANTONINA,MALISZEWSKI,98070815688
RYSZARD,PLEWA,54102390439
DOROTA,WOŹNY,96052395429
BARBARA,BUCZEK,96071670040
STEFANIA,KLOC,52080533042
LEOKADIA,SOBCZYK,14260346848
JÓZEFA,KRZYWDA,99021864980
MATEUSZ,WALA,61062284496
GENOWEFA,CHUDZIK,12271865943
HENRYKA,KRÓL,83072244763
KAMILA,ROJEWSKA,59041725360
EWA,GRZESIAK,70040413605
EWELINA,JANOWICZ,59011166887
OSKAR,WOLAŃSKI,05251555239
PATRYCJA,SOBALA,12291789924
SZYMON,GRUCA,14270746175
ZOFIA,ŁUKOWSKA,19252335662
FRANCISZEK,JAGIELSKI,98013131415
KINGA,DZIUBEK,82071056102
JOLANTA,RĄCZKA,02321383460
IRENA,ZELEK,01310362640
BOGDAN,RYNKIEWICZ,50051695072
KLAUDIA,MŁYNARSKI,11242001586
REGINA,SADŁOWSKA,94070109866
DOMINIK,GUZIK,52013120314
DARIA,SIEDLECKI,90112381764
KATARZYNA,SPYRA,05301598546
HELENA,SZYMURA,89012176480
ROZALIA,MACIĄG,79100695768
GABRIELA,STEFAŃCZYK,88042990109
MIROSŁAWA,ŁOŚ,98051138982
LENA,GWÓŹDŹ,70103053681
OLENA,KUCZERA,81070853482
JUSTYNA,SYNOWIEC,92062365225
BARBARA,KOLASA,98110913765
OSKAR,DYLEWSKA,09232152417
CECYLIA,LOREK,94090643203
ZDZISŁAW,STUDZIŃSKA,53030429774
JUSTYNA,GOŁDYN,87051583489
SYLWESTER,ŚWITAŁA,94080120215
TERESA,WASILEWSKI,01321131806
ŁUCJA,KALISZEWSKA,84080493761
BRONISŁAW,JĘDRZEJCZYK,59042429850
JANINA,MACIEJEWSKA,94123061888
SŁAWOMIR,CIESZYŃSKI,61051735695
GABRIELA,BAŃKOWSKA,19231509684
BOLESŁAW,JANECKI,18292381493
IZABELA,PRUS,53020576161
ANTONI,LASOTA,50060747016
ANETA,ZIAJA,57070997480
LEON,BIELAWSKA,00252410390
STANISŁAWA,KOWALIK,60062715821
BOGUSŁAW,CZAPLICKI,12300184472
MACIEJ,SZEWCZUK,54070185716
WIOLETTA,CZARNOWSKI,65082642681
MAKSYMILIAN,GLINKA,50020565579
IRYNA,STAROŃ,65011671904
KRYSTIAN,SOBIERAJ,98112851490
LENA,BEDNARZ,17301779463
BRONISŁAWA,KLICH,79122769586
OLEKSANDR,GAWROŃSKA,79120296299
JUSTYNA,KOZŁOWSKI,50092127569
ARTUR,WYDRA,05281997098
JANUSZ,ADAMUS,65011054015
MACIEJ,MATUSZCZAK,93100800995
JERZY,CZARKOWSKA,90020560419
KAMILA,KĄKOL,54020705849
DAWID,STAWIARSKI,54080556793
MARIANNA,WIKTOR,12310300943
WŁADYSŁAWA,KOZUB,52101359143
MAREK,BUGAJ,53032283398
ROMAN,BOGACKI,99112515535
ANETA,ŁUCZYŃSKA,57070242481
MARIUSZ,MACHOWSKI,99052509094
PAULINA,LIPKA,62081276488
MIECZYSŁAW,BARTKIEWICZ,78120586016
MARIUSZ,GŁUCH,81102449290
WIESŁAW,CHUDY,93010477337
NIKODEM,FILIPEK,08242910437
BARTOSZ,JASTRZĘBSKI,94112141391
ŁUCJA,POGORZELSKA,91112545521
SZYMON,PUZIO,98111941419
CZESŁAWA,HAŁAS,07262798942
PAULINA,WIERZCHOWSKA,04241136306
HENRYK,DROZDOWSKA,76032816810
LIDIA,LISEK,12272929460
BOŻENA,LACH,73081833061
ARKADIUSZ,GÓRAL,63110671492
OSKAR,GŁUSZEK,89110449275
MAREK,PYKA,95092305818
LEOKADIA,GAWEŁ,64010854947
ALEKSANDRA,GRUSZECKI,89122982366
BARTOSZ,JAROS,51062020118
JÓZEF,MAŁECKI,90052354172
JÓZEF,KRAJEWSKA,15272046911
MILENA,FRĄCZEK,65010686507
BOLESŁAW,GAŁECKI,12312980114
ALICJA,STOPA,84021368022
DOMINIKA,MIERZEJEWSKI,58021987921
NATALIIA,OWCZAREK,78030294564
KONRAD,ZIĘTEK,07232836557
MARIA,KOPACZ,01301900367
ZDZISŁAW,WITEK,75072066953
TETIANA,JURCZAK,13261108266
ALINA,JUREK,00322882544
ANIELA,SINGH,76071081006
IZABELA,BIAŁKOWSKI,99051840082
GENOWEFA,IDZIAK,75041629442
ZUZANNA,TOKARCZYK,53042429346
ANDRZEJ,PIWOŃSKA,83122515511
TETIANA,BUGAJ,19320822502
DOMINIKA,PAJĄK,71052902763
SŁAWOMIR,KULKA,97122970533
KAZIMIERA,KEMPA,50071635687
KINGA,KURKOWSKI,94092141822
MAKSYMILIAN,ŁATA,07321762893
WACŁAW,MOTYL,66051647896
KACPER,WOLNY,55121304610
DANIEL,ROGUSKI,04321479419
NIKODEM,CZAPIEWSKA,51121931450
ZBIGNIEW,SZLACHTA,75042613770
MAGDALENA,STASIAK,68041176984
ARTUR,NAWROT,64072232392
MARTA,WIĘCEK,50011858721
PATRYCJA,KOBIELA,53031578941
MIECZYSŁAW,KARAŚ,52031870091
JACEK,SMOLEŃ,15230760819
EDMUND,KACZMARCZYK,90070746852
JACEK,KNOP,94010735997
ARKADIUSZ,ZDUŃCZYK,64121370114
EDMUND,MIELNIK,01211975538
PAULINA,TKACHENKO,85101574986
IRYNA,LEWKOWICZ,72042997341
WIOLETTA,KAPUSTA,84081297166
EWA,CZECHOWICZ,76112408584
LIDIA,TARGOSZ,70091805040
JÓZEFA,NOWACZYK,71122089440
KACPER,HINC,12320691011
IGOR,BŁASZKIEWICZ,68072231054
HUBERT,KRZEMIEŃ,02283079814
DAWID,PTAK,87061093730
ALEKSANDRA,MATUSIAK,71042749644
OSKAR,MULARCZYK,87012919951
WIKTOR,GOLEC,68103097417
MIROSŁAWA,PILARCZYK,66100209224
REGINA,BAŃKA,98022150221
LEON,KOBIELA,11222624639
MAKSYMILIAN,MICHALAK,68101919595
ŁUKASZ,KRZAK,94071329032
JADWIGA,ZDUŃCZYK,68010403729
JÓZEFA,KWAŚNA,04252031823
TOMASZ,BADOWSKI,02303192150
KINGA,KULIG,87012918066
JULIAN,RYDZEWSKI,67070202419
HALINA,ZIĘBA,11213183448
ŁUKASZ,TWARDOWSKI,15232781098
ANGELIKA,KOTAS,81021261522
ZYGMUNT,BOROWSKA,58062737291
ANGELIKA,BURY,61060735703
GABRIELA,SADKOWSKI,18273055500
MARTA,WIERZCHOWSKA,98011553826
EDMUND,SOSIŃSKI,71020884433
HANNA,JARZYNA,55080165022
ELŻBIETA,BUDNIK,55040260983
ALINA,RYBKA,99070828629
DOMINIKA,KLEIN,67021837945
ADRIAN,BANASZAK,57111467833
AGATA,GUZOWSKI,77040908182
HANNA,JÓZEFOWICZ,61091945160
JOLANTA,OLECH,11251497800
STEFANIA,ĆWIK,55041468168
KRYSTYNA,PIETRUCHA,63121474309
ANTONINA,POKORSKA,57031810241
ALEKSANDER,ŻABA,83121842373
HALINA,KIERZKOWSKA,06301640684
MIROSŁAWA,PAWLUS,75122236062
MIROSŁAWA,MELLER,64042777001
ALICJA,WISZNIEWSKA,60081162688
CZESŁAW,MIELEWCZYK,52061879918
KINGA,JANIK,01262725106
KINGA,ROJEK,11291882606
ALEKSANDER,KOSEK,15252217434
MICHALINA,SZUBA,50040616109
ROZALIA,KUPIEC,58040202841
KINGA,MICHALIK,58110351705
ANNA,MNICH,09300323002
DARIUSZ,MRÓZ,87041740111
ANNA,BIAŁAS,52091043903
FRANCISZEK,SALAMON,66041757499
IWONA,STARZYK,85073190623
BARTŁOMIEJ,SOBCZAK,98091614998
JAKUB,BOJANOWSKA,50011831773
JOANNA,PAPROCKA,83041435046
JULIA,KOKOT,08323126881
